#OTU ID,SRR30326224,SRR30326225,SRR30326226,SRR30326227,SRR30326228,SRR30326229
30d54303ecf96dcaf2fcf3e9f7057db9,0.0,0.0,0.0,5.0,0.0,0.0
65701bfe3f6deff0771a9388b15b3ca9,0.0,0.0,0.0,0.0,91.0,0.0
af4bc9cead3d239a3598127bb01810d5,0.0,0.0,0.0,3.0,0.0,0.0
fb653375800219ac53d2591141f6df7f,64.0,0.0,0.0,0.0,0.0,0.0
981ae8052f36abf378ba964df3d71125,78.0,0.0,0.0,0.0,0.0,0.0
4a0b119bc7f1bb135e1e1224df1feceb,0.0,0.0,0.0,4.0,0.0,0.0
b16082e7197a3835a599aeb92683d1bf,0.0,101.0,0.0,0.0,0.0,0.0
bb9065c12721721d9104aa276dd0ca10,0.0,0.0,0.0,78.0,0.0,0.0
b1f85bed39b42c79b7a3058b974ccc0a,0.0,0.0,0.0,0.0,15.0,0.0
8fe62794ac5be2d27e11ca17c0fe8a3c,0.0,0.0,3.0,0.0,0.0,0.0
f2d24528ca4b4d77ccd6b3b4b0a23782,0.0,39.0,23.0,0.0,0.0,0.0
bb7a48eee8e195051d6c0175ac6ec505,0.0,5.0,0.0,0.0,0.0,0.0
8520b4f65df509c6c72e507c14a55c52,0.0,0.0,3.0,0.0,0.0,0.0
671395508abed4651e2f8e2093f23325,0.0,0.0,0.0,0.0,96.0,0.0
641100e353f49695eae44267272cf65b,0.0,66.0,0.0,0.0,0.0,192.0
e22549260599937ebf0c53d03259ce04,0.0,0.0,4.0,0.0,0.0,0.0
b922550828babcc8d9d62317079eafef,0.0,0.0,0.0,0.0,3.0,0.0
537bdc7bb48f14cdea5027181f01091e,0.0,0.0,13.0,0.0,0.0,0.0
0f54d3404e61ae8cfdaf3f1e5ddb6fcc,0.0,0.0,0.0,0.0,91.0,0.0
4117fdc50e25198821320615c3d3365f,0.0,0.0,0.0,0.0,8.0,0.0
bbf94aa6002b5bf8bbb025f47aa46a98,0.0,0.0,0.0,0.0,0.0,64.0
f4c32f1d06c4bc8063dc40f3e69adc13,0.0,3.0,0.0,0.0,0.0,0.0
fc686f5ff63ae478f400d105cd0dcbee,0.0,0.0,3.0,0.0,0.0,0.0
9aec6054d5fbe2070780c8ba4707e6a5,0.0,2.0,0.0,0.0,0.0,0.0
0d47c113e8908039710e6e3cf7c9d0f6,0.0,0.0,2.0,0.0,0.0,0.0
8f16cc599f92037bbf7b72d7ab5ba7ea,8.0,0.0,0.0,0.0,0.0,0.0
fd6c42ed676b51b1bf3fa2a150383eb0,8.0,0.0,0.0,0.0,0.0,0.0
d302ce6a90c302af2a082754ded48e1d,2.0,0.0,0.0,0.0,0.0,0.0
e274d054ee98d3cd695c2c25f7d70062,0.0,1083.0,221.0,0.0,0.0,0.0
2700658e5ab5166ff6db5dd62dd164f4,0.0,0.0,0.0,0.0,5.0,0.0
659f59512815ce23dd80c8f6f8a99c11,0.0,0.0,0.0,0.0,0.0,3.0
39cbe2b63e5284af989fcf015a8323f7,0.0,19.0,0.0,74.0,1255.0,110.0
5ac830fa39533f52e4d9945ffbb9bd21,0.0,0.0,53.0,0.0,0.0,0.0
2115c5405d2bc7d2465adda989ad1288,0.0,0.0,0.0,0.0,0.0,2.0
c6f860b10a362da27ec9a2ee58d39310,0.0,0.0,0.0,0.0,0.0,2.0
6d85ee961feb23cfd1fbb4d13f4cf4a7,6.0,0.0,0.0,0.0,9.0,0.0
75930cd624c9788f3510aa0a7f9ae63a,0.0,0.0,0.0,17.0,0.0,0.0
72d4c741e9492e2a3fa144ab4d439871,0.0,0.0,0.0,0.0,24.0,0.0
1bed8a1aedf63fa942d2926e67b78aa7,0.0,0.0,0.0,5.0,0.0,0.0
fb42f3514c1a8a5f169b9d63ab304384,0.0,0.0,0.0,0.0,3.0,0.0
40d7f7f6363dff59b33d6150b4e4e6c7,0.0,3.0,0.0,0.0,0.0,0.0
759cb409eba3cf713103a581f3338d26,4.0,0.0,0.0,0.0,0.0,0.0
b3e7c333b402a2debf45ab4b29ad8a9a,12.0,0.0,0.0,0.0,0.0,0.0
6018592fca7c74af46e129e8e695977b,0.0,0.0,0.0,4.0,0.0,0.0
6c15df973f0d56b11dab7442f58351d0,0.0,0.0,0.0,3.0,0.0,0.0
9d5e5297a92016817b7797733cbceb4f,78.0,0.0,276.0,0.0,0.0,0.0
89818eb7921f2117a0a86c743b591cbd,0.0,0.0,140.0,0.0,0.0,0.0
ae6ebc55dae99f00a54db76d525b957e,0.0,0.0,27.0,0.0,0.0,0.0
53001a8eedb127e37739564141fdf44c,0.0,0.0,2.0,0.0,0.0,0.0
a7aa73e6334130dbde6d173b0b179eec,0.0,3.0,0.0,0.0,0.0,0.0
26dbbdd3f66bce7c0c1797554d63bd48,0.0,0.0,0.0,3.0,0.0,0.0
364187d313eafe7b24e1de20799246b9,0.0,1.0,0.0,0.0,0.0,0.0
2724b7a15da3037124f4d49089de16aa,45.0,0.0,2267.0,0.0,0.0,0.0
d79179182f5a62d225e359b4bc7a092a,0.0,0.0,24.0,0.0,0.0,0.0
1f05abcd6b324a815e70919b7d6218a7,0.0,0.0,222.0,0.0,0.0,0.0
cc3e0da2909c3aa77c0dc3b73c3db843,0.0,0.0,267.0,213.0,0.0,0.0
139c68d9c96e5ad6171494591a8dfbe8,2.0,0.0,0.0,0.0,0.0,0.0
063d50543055c3e49e26659589517d1e,302.0,320.0,2679.0,0.0,2120.0,391.0
aff23da6b9240755a7f649fd10db590a,4.0,0.0,0.0,0.0,0.0,0.0
65460076b6d3231897dc6834346bccaa,0.0,0.0,0.0,0.0,0.0,3.0
262242acdfd35878e3ec8308dbd02ab2,0.0,0.0,3.0,0.0,0.0,0.0
26b5d851720c5ade20f3f934fb55675e,0.0,0.0,0.0,0.0,0.0,2.0
5eb4a18e4ae959e08ec0a89857cacedc,0.0,0.0,0.0,0.0,0.0,4.0
def117227f05059fcd5ae83d86f17325,0.0,0.0,196.0,107.0,0.0,0.0
3fdb5677578bf66ee49f6d601ef8b710,0.0,0.0,0.0,0.0,1062.0,331.0
470c39b625fd494554f87972bbae8087,3.0,0.0,0.0,0.0,0.0,0.0
2685e6db895b09b89f2d828dbfe36500,0.0,0.0,6.0,0.0,0.0,0.0
afd29f28d1550ffe0e0fb2e509fb5aab,0.0,0.0,4.0,0.0,0.0,0.0
ff854fa7ef0f19f7110481290483741d,0.0,0.0,8.0,0.0,0.0,0.0
e89a5a37af3636b3e1e3a30f55719e76,0.0,0.0,5.0,0.0,0.0,0.0
447f2309b44420ea6d4d391835481734,0.0,0.0,0.0,0.0,0.0,3.0
42567cf2269c33e20b7f234b518d2645,140.0,17.0,548.0,0.0,0.0,86.0
e18f5ad889ac6b930a4236de74b858f2,0.0,28.0,0.0,0.0,0.0,0.0
acf1eeee02fc5c933281c7c5dc1f8ba0,0.0,0.0,0.0,0.0,0.0,6.0
6b22b13f4ab3e82571233aadeacbf20f,550.0,326.0,444.0,210.0,0.0,595.0
4428765e2574461165f5fcb961533868,0.0,2.0,0.0,0.0,0.0,0.0
73253297dbec9b931821a1e1b366b689,0.0,0.0,2.0,0.0,0.0,0.0
1859971a03a75841c30b01edfa5b97de,0.0,0.0,0.0,0.0,4.0,0.0
dbe73d4490d03b7481328eb0866f0b4b,15.0,0.0,0.0,0.0,0.0,0.0
d54606e910fbf5d19041436c87a2b873,9.0,0.0,0.0,0.0,0.0,0.0
38316f70fe83d2ed512270b0668a51d1,0.0,0.0,0.0,0.0,0.0,4.0
bc80b58ef70c5de1cb0e9a2f6e6b6907,0.0,0.0,0.0,0.0,15.0,0.0
9fb761cf820fdc12b9207610e3c24d94,0.0,0.0,0.0,0.0,0.0,17.0
c83a2055b206178cd3afedadc4b9ee8c,0.0,0.0,0.0,0.0,5.0,0.0
88f6a20d2759825fe66b0b8189909b34,0.0,3.0,0.0,0.0,0.0,0.0
74027696f5b7f45de9fd93b939e874cf,0.0,0.0,0.0,0.0,1.0,0.0
8fe4cdbdcb4803bbebfaa47e01a3572f,0.0,0.0,0.0,0.0,3.0,0.0
b706d9a2568034505d6f9f67cdb425f0,0.0,0.0,0.0,0.0,273.0,0.0
dd4b0543f2458904e1dfbe7e530b3cac,0.0,0.0,0.0,0.0,3.0,0.0
daa35202eb2370f3838376214d3f892e,15.0,0.0,0.0,0.0,0.0,0.0
c5851876411183721940ef151f63bedb,0.0,0.0,0.0,0.0,0.0,57.0
39424bd57796933513d8bec69b93b666,0.0,0.0,5.0,0.0,0.0,0.0
1a5bc83acc74607f3aeb6f3ceb46a0a7,0.0,0.0,4.0,0.0,0.0,0.0
64ed303af1f6229e31d5bcf035aaaf7b,0.0,0.0,5.0,0.0,0.0,0.0
25dca30e7177e3d279817a7de6cf3d03,4.0,0.0,0.0,0.0,0.0,0.0
2292774dd7dbd2b3049546fcef1bf189,0.0,0.0,0.0,0.0,0.0,80.0
4221641e0c223a787899518917a279f4,0.0,0.0,0.0,0.0,25.0,0.0
c14c3eb9afa9d9452477e232c108c56c,0.0,0.0,0.0,3.0,0.0,0.0
c6ff69da10245ef221d732241edfd184,0.0,99.0,0.0,0.0,0.0,0.0
d9f860fb3ad470b8ac336010fb198e26,2.0,0.0,0.0,0.0,0.0,0.0
960427324edd5dedff96a907182c6433,92.0,95.0,102.0,0.0,45.0,4.0
d762c8eb687258ca8d4dc147f1cf42fe,0.0,0.0,4.0,0.0,0.0,0.0
4ebda0c89b195db615b4c9178957a8e9,0.0,2.0,0.0,0.0,0.0,0.0
2cfe5a49ae2edc05e38f4e438aead225,0.0,0.0,0.0,2.0,0.0,0.0
f80b3f713ca4ea895e4b6b5edb39dc44,27.0,0.0,0.0,0.0,0.0,0.0
13fc880ad2d812044f9c0eea8ee9377d,0.0,0.0,60.0,0.0,0.0,0.0
e4600a37acff5e732059e21dc5ff4897,0.0,0.0,4.0,0.0,0.0,0.0
76c4cc519e60079caefa385476e67329,0.0,13.0,0.0,0.0,0.0,0.0
97f1d8cc04a48d1dc122f60c4e967319,0.0,0.0,0.0,45.0,0.0,0.0
bb97e62f952491b7868cf2423f9fc8e3,0.0,0.0,33.0,0.0,0.0,0.0
3440aaa6b6de37f63a55c3ea971ef4be,0.0,0.0,0.0,0.0,2.0,0.0
46193916e17cd26297da15225da43816,2.0,0.0,0.0,0.0,0.0,0.0
465ed69c35e68fea3840dc7289f1c751,0.0,0.0,13.0,0.0,0.0,0.0
f34e504080d4f34dd52dca79b9f75456,4.0,0.0,0.0,0.0,0.0,0.0
31876649ea0eda8b974158c3f43726a1,0.0,0.0,89.0,0.0,0.0,0.0
8422dab6802f44abbc9a3509ccdccd52,0.0,0.0,0.0,3.0,0.0,0.0
21c6bc93e3b6bbca8521d95eff8f80bb,0.0,0.0,0.0,3.0,0.0,0.0
893195ac248070d752ca28f9e37d3ff1,0.0,8.0,0.0,0.0,0.0,0.0
2c020e169aaa1eadaae770594b1edcdc,0.0,0.0,0.0,0.0,0.0,2.0
640d04a688ad9aa0fe2b654ed500443e,2.0,0.0,0.0,0.0,0.0,0.0
a44b08adc4e6e9a570160582e8393221,3.0,0.0,0.0,0.0,0.0,0.0
8f1963dcf11a8ced2395ee7c000b11c0,128.0,0.0,122.0,95.0,291.0,0.0
7706d6b2241f390cddaabdf3264c6883,0.0,0.0,0.0,6.0,0.0,0.0
3bb90156e1516f7482c6beba256f8de9,0.0,0.0,0.0,0.0,5.0,0.0
2d4c0f6e1bc9bccb5da77705bd042475,0.0,0.0,0.0,2.0,0.0,0.0
5f887d69b0e98cbad0ff6adff308cea5,8.0,0.0,0.0,0.0,0.0,0.0
0d239bbbff8c70de85ff643f1d156706,0.0,0.0,0.0,0.0,0.0,2.0
3e8c5a6c4de385e15dab5e70d8bc276d,14.0,0.0,0.0,0.0,0.0,0.0
68e6656f4312a277b92c08285fa6607e,0.0,0.0,0.0,0.0,11.0,0.0
4f0daa10aa95785161b68b1b790093d2,0.0,0.0,0.0,0.0,36.0,0.0
25233851c2b66ade3f056abeda9f156b,8.0,0.0,0.0,0.0,0.0,0.0
8c3aae01275aece4d11c0b1b811ed907,0.0,3.0,0.0,0.0,0.0,0.0
3774192f4005114486a808ef5e62591e,0.0,0.0,167.0,0.0,142.0,0.0
bcc1bb7c1a858a303ceaa32f15e1340c,0.0,0.0,0.0,10.0,0.0,0.0
a8d2b82d8e8a7ffc993d42dc0d9a21e8,0.0,0.0,0.0,7.0,0.0,0.0
3dd53fb573f21d6a829abf9b5b841702,0.0,0.0,0.0,0.0,119.0,0.0
7938beca82b02b86006be8433b441c2a,0.0,0.0,274.0,0.0,100.0,49.0
cc761b3cc7ac68f4f104068ad4946db6,0.0,0.0,2.0,0.0,0.0,0.0
5aba954034c501e3ea1d866a9aaf9ab2,0.0,0.0,0.0,8.0,0.0,0.0
ea07f69314cd2e2a176b86b916e540fc,0.0,0.0,0.0,0.0,0.0,20.0
3aaefd8f56f87a7534bc4d1d3495095d,5.0,0.0,0.0,0.0,0.0,0.0
